Protein	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722142047.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722202358.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722153152.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722213505.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722164251.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722224609.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722175352.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722235712.raw
P17858	P17858;P17858-2;P08237;P08237-3	PFKAL_HUMAN	PFKL	"ATP-dependent 6-phosphofructokinase, liver type"	1.07E+06	1.06E+06	991498	6.48E+06	6.40E+06	6.69E+06	2.11E+06	2.25E+06	2.26E+06	2.13E+06	2.16E+06	2.19E+06
P17980	P17980	PRS6A_HUMAN	PSMC3	26S protease regulatory subunit 6A	1.25E+06	995609	1.04E+06	2.07E+06	2.06E+06	2.42E+06	1.42E+06	1.39E+06	1.19E+06	2.36E+06	2.15E+06	2.45E+06
P17987	P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	4.73E+06	4.95E+06	4.68E+06	1.15E+07	1.18E+07	1.25E+07	9.14E+06	9.15E+06	9.13E+06	1.31E+07	1.23E+07	1.27E+07
P18031	P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1				651073	632624	400231				427590	438030	300121
P18074	P18074	ERCC2_HUMAN	ERCC2	TFIIH basal transcription factor complex helicase XPD subunit	104276	82344.2		201079	169938	187210	260849	243823	279531	333446	242739	312838
P18077	P18077	RL35A_HUMAN	RPL35A	60S ribosomal protein L35a	3.98E+06	4.28E+06	3.71E+06	3.92E+06	3.82E+06	3.79E+06	4.22E+06	4.08E+06	3.99E+06	3.90E+06	4.02E+06	3.79E+06
P18085	P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	1.87E+06	2.11E+06	1.99E+06	3.97E+06	4.33E+06	4.91E+06	4.30E+06	3.95E+06	4.57E+06	5.40E+06	5.03E+06	5.74E+06
P18124	P18124	RL7_HUMAN	RPL7	60S ribosomal protein L7	6.39E+06	6.39E+06	6.00E+06	4.83E+06	5.36E+06	5.23E+06	6.04E+06	5.76E+06	6.04E+06	5.84E+06	5.86E+06	6.40E+06
P18206;P18206-2	P18206;P18206-2;P18206-3	VINC_HUMAN	VCL	Vinculin				522178	544594	547480				448761	426661	407081
P18583;P18583-10;P18583-3;P18583-4;P18583-5;P18583-6;P18583-7;P18583-9	P18583;P18583-2;P18583-3;P18583-4;P18583-5;P18583-6;P18583-7;P18583-8;P18583-9;P18583-10	SON_HUMAN	SON	Protein SON	1.71E+06	1.54E+06	1.52E+06	1.45E+06	1.17E+06	1.32E+06	1.17E+06	1.23E+06	1.23E+06	1.71E+06	1.79E+06	1.91E+06
P18621;P18621-3	P18621;P18621-3	RL17_HUMAN	RPL17	60S ribosomal protein L17	7.31E+06	7.66E+06	7.95E+06	7.57E+06	7.44E+06	7.31E+06	7.61E+06	6.73E+06	6.86E+06	6.55E+06	6.63E+06	6.94E+06
P18669	P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	844493	1.02E+06	828799	2.91E+06	2.94E+06	3.05E+06	850798	784085	762366	2.49E+06	2.48E+06	2.66E+06
P18754;P18754-2	P18754;P18754-2	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	544233	692104	513025	2.18E+06	2.17E+06	2.26E+06	385404	452985	649986	3.59E+06	3.38E+06	3.97E+06
P18859;P18859-2	P18859;P18859-2	ATP5J_HUMAN	ATP5J	"ATP synthase-coupling factor 6, mitochondrial"		208326			392378	164889	239710		317676			
P19022;P19022-2	P19022;P19022-2	CADH2_HUMAN	CDH2	Cadherin-2	4.67E+06	3.79E+06	4.76E+06	701249	691312	1.15E+06	4.15E+06	7.71E+06	7.99E+06	473061	434123	
P19086	P19086	GNAZ_HUMAN	GNAZ	Guanine nucleotide-binding protein G(z) subunit alpha	683757	660045	669173				444074	617011	793023			
P19338	P19338	NUCL_HUMAN	NCL	Nucleolin	9.93E+06	9.95E+06	9.80E+06	1.02E+07	1.01E+07	1.04E+07	1.06E+07	1.02E+07	1.02E+07	9.42E+06	9.38E+06	9.44E+06
P19367;P19367-2;P19367-3;P19367-4	P19367;P19367-2;P19367-3;P19367-4	HXK1_HUMAN	HK1	Hexokinase-1	801241	828344	793670	6.12E+06	6.57E+06	5.91E+06	918223	855368	693235	6.01E+06	5.34E+06	5.57E+06
P19387	P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	773780	487854	637361	717230	625031	672986	747749	683752	883511	745921	905302	994625
P19388	P19388	RPAB1_HUMAN	POLR2E	"DNA-directed RNA polymerases I, II, and III subunit RPABC1"	667999	705273	630128	967168	1.05E+06	960280	545986	604562	993367	1.03E+06	1.15E+06	1.06E+06
P19474	P19474;P19474-2	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	1.31E+07	1.29E+07	1.30E+07	3.54E+06	3.66E+06	3.60E+06	6.60E+06	6.72E+06	6.76E+06	2.96E+06	2.50E+06	2.61E+06
P19623	P19623	SPEE_HUMAN	SRM	Spermidine synthase	845924	789311	557523	2.09E+06	2.73E+06	2.35E+06	853740	760541	756581	2.62E+06	2.64E+06	2.31E+06
P19784	P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	1.30E+06	1.01E+06	1.12E+06	622636	629395	739962	1.14E+06	1.18E+06	935898	1.02E+06	710614	686014
P20020;P20020-3;P20020-4;P20020-6	P23634;P23634-2;P23634-3;P23634-4;P23634-5;P23634-6;P23634-7;P23634-8;P20020;P20020-2;P20020-3;P20020-4;P20020-5;P20020-6;Q01814;Q01814-2;Q01814-3;Q01814-4;Q01814-5;Q01814-6;Q01814-7;Q01814-8;Q16720;Q16720-2;Q16720-3;Q16720-4;Q16720-5;Q16720-6;Q16720-7;Q16720-8	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	595200	203093		926301	804479	803667	456450	377479	374154	792507	686121	659710
P20042	P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	265827	288128	268830	802517	834240	862998		104230	105625	460684	570863	622489
P20073;P20073-2	P20073;P20073-2	ANXA7_HUMAN	ANXA7	Annexin A7		197568	70889.1	695804	610079	615195			201446	529466	558504	562516
P20248	P20248	CCNA2_HUMAN	CCNA2	Cyclin-A2							913070			530841	414304	395471
P20290	P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	435150	341654	388263	610545	596749	690021	400451	387278	452251	803445	836633	925974
P20340;P20340-2;P20340-4	P20340;P20340-2;P20340-3;P20340-4	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	673602	708186	635753	1.45E+06	1.26E+06	1.26E+06	693242	680136	810150	1.11E+06	1.13E+06	904412
P20585	P20585	MSH3_HUMAN	MSH3	DNA mismatch repair protein Msh3	1.00E+06	904531	936680	115279	296141		2.65E+06	2.42E+06	2.58E+06	867789	974390	1.05E+06
P20618	P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	930254	924746	762751	995148	895621	813438	682854	654153	531107	881461	772055	812562
P20645	P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor				205111	254110	173694					101707	
P20674	P20674	COX5A_HUMAN	COX5A	"Cytochrome c oxidase subunit 5A, mitochondrial"	978678	1.15E+06	866709	4.92E+06	4.76E+06	4.93E+06	1.32E+06	959786	1.24E+06	4.30E+06	4.18E+06	4.19E+06
P20700	P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	6.45E+06	6.66E+06	6.63E+06	1.19E+07	1.21E+07	1.17E+07	1.16E+07	1.17E+07	1.16E+07	1.32E+07	1.33E+07	1.35E+07
P20719	P20719	HXA5_HUMAN	HOXA5	Homeobox protein Hox-A5	125627	254069	160107				99666.7	103984	106682			
P20930	P20930	FILA_HUMAN	FLG	Filaggrin										323149	329482	383398
P21127;P21127-10;P21127-12;P21127-2;P21127-3;P21127-4;P21127-5;P21127-6;P21127-8;P21127-9;Q9UQ88;Q9UQ88-10;Q9UQ88-2;Q9UQ88-3;Q9UQ88-4;Q9UQ88-5	Q9UQ88;Q9UQ88-2;Q9UQ88-3;Q9UQ88-4;Q9UQ88-5;Q9UQ88-9;Q9UQ88-10;P21127;P21127-2;P21127-3;P21127-4;P21127-5;P21127-6;P21127-8;P21127-9;P21127-10;P21127-12	CD11A_HUMAN;CD11B_HUMAN	CDK11A;CDK11B	Cyclin-dependent kinase 11B	114677	64131.6					163120	261578		94773.9		
P21266	P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	84389			249120	202023	214173				337422	358869	296829
P21281	P21281;P15313	VATB2_HUMAN	ATP6V1B2	"V-type proton ATPase subunit B, brain isoform"	330477	273336	267727	692998	744164	689784	1.11E+06	1.11E+06	1.26E+06	1.26E+06	1.28E+06	1.22E+06
P21283	P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	523174		238956	382285	389038	259509	563787	404581		288746	184112	
P21333;P21333-2	P21333;P21333-2	FLNA_HUMAN	FLNA	Filamin-A	9.47E+06	9.52E+06	9.24E+06	3.22E+06	3.23E+06	3.24E+06	4.91E+06	4.80E+06	4.95E+06	2.82E+06	2.81E+06	2.94E+06
P21359;P21359-2;P21359-6	P21359;P21359-2;P21359-6	NF1_HUMAN	NF1	Neurofibromin	49845.9	62357.5		66427.4			198052	215700	117881	223373	253999	161929
P21796	P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	2.00E+06	2.08E+06	2.31E+06	3.53E+06	3.29E+06	3.26E+06	2.45E+06	2.35E+06	2.18E+06	3.17E+06	2.99E+06	3.19E+06
P21912	P21912	SDHB_HUMAN	SDHB	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"	334809	205596		871878	980759	770041	344859	420635		451895	582360	547211
P21964;P21964-2	P21964;P21964-2	COMT_HUMAN	COMT	Catechol O-methyltransferase	289638	385318	412704	662785	808919	594995	444793	435192	422330	552116	527410	571985
P22061;P22061-2	P22061;P22061-2	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	1.51E+06	1.47E+06	1.76E+06	3.03E+06	3.47E+06	3.90E+06	1.25E+06	1.48E+06	1.37E+06	3.18E+06	3.27E+06	3.78E+06
P22087	P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	1.02E+07	9.34E+06	1.06E+07	8.49E+06	8.11E+06	8.51E+06	7.52E+06	7.03E+06	7.63E+06	7.51E+06	7.34E+06	8.11E+06
P22102	P22102;P22102-2	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	1.79E+06	1.56E+06	1.62E+06	3.54E+06	3.77E+06	3.85E+06	2.29E+06	2.12E+06	2.01E+06	3.67E+06	3.72E+06	3.65E+06
P22234;P22234-2	P22234;P22234-2	PUR6_HUMAN	PAICS	Multifunctional protein ADE2	982273	1.18E+06	1.13E+06	4.20E+06	4.37E+06	3.91E+06	993257	972126	1.19E+06	3.37E+06	3.39E+06	3.61E+06
P22314;P22314-2	P22314;P22314-2	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	896916	980658	1.23E+06	5.38E+06	5.47E+06	5.26E+06	935751	814130	973161	4.07E+06	4.25E+06	3.97E+06
P22392	P22392;P22392-2;O60361	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	2.45E+06	2.58E+06	2.07E+06	2.45E+06	2.30E+06	2.57E+06	1.83E+06	1.99E+06	1.82E+06	2.48E+06	2.24E+06	2.13E+06
P22626	P22626;P22626-2	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	1.17E+07	1.19E+07	1.18E+07	1.70E+07	1.78E+07	1.74E+07	8.97E+06	9.13E+06	9.30E+06	1.98E+07	1.98E+07	1.93E+07
P22694;P22694-2;P22694-3;P22694-4;P22694-5;P22694-6;P22694-7;P22694-8;P22694-9	P22694;P22694-2;P22694-3;P22694-4;P22694-5;P22694-6;P22694-7;P22694-8;P22694-9	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta				165390	85085.6					50188		
P22695	P22695	QCR2_HUMAN	UQCRC2	"Cytochrome b-c1 complex subunit 2, mitochondrial"	1.35E+06	1.30E+06	1.24E+06	1.36E+06	1.38E+06	1.53E+06	2.37E+06	2.48E+06	2.41E+06	1.33E+06	1.36E+06	1.50E+06
P22830;P22830-2	P22830;P22830-2	HEMH_HUMAN	FECH	"Ferrochelatase, mitochondrial"	3.32E+06	3.07E+06	2.94E+06	1.46E+06	1.44E+06	1.44E+06	1.93E+06	1.69E+06	1.86E+06	920589	850858	983373
P23193;P23193-2	P23193;P23193-2;Q15560;Q15560-2	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1		24197.3	88651.6	864385	916129	861157	67575.4	99513.9	82607.5	785663	744962	808774
P23246	P23246;P23246-2	SFPQ_HUMAN	SFPQ	"Splicing factor, proline- and glutamine-rich"	6.05E+06	5.93E+06	5.77E+06	2.89E+06	2.90E+06	2.89E+06	2.73E+06	2.91E+06	2.66E+06	6.24E+06	5.94E+06	5.88E+06
P23258	P23258;Q9NRH3	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	1.40E+06	1.42E+06	1.47E+06	1.69E+06	1.59E+06	1.60E+06	3.45E+06	3.43E+06	2.99E+06	2.67E+06	2.72E+06	2.41E+06
P23284	P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	1.81E+06	2.44E+06	1.57E+06	4.59E+06	5.22E+06	4.94E+06	984975	1.23E+06	975977	2.88E+06	3.11E+06	3.21E+06
P23368	P23368;P23368-2	MAOM_HUMAN	ME2	"NAD-dependent malic enzyme, mitochondrial"				543049	523483	453824				287802	537964	419042
P23381;P23381-2	P23381;P23381-2	SYWC_HUMAN	WARS	"Tryptophan--tRNA ligase, cytoplasmic"	881126	847989	877358	1.51E+06	1.38E+06	888202		139388	194130	590383	599626	614028
P23396	P23396;P23396-2	RS3_HUMAN	RPS3	40S ribosomal protein S3	1.86E+07	1.81E+07	1.77E+07	1.25E+07	1.31E+07	1.31E+07	2.13E+07	2.13E+07	2.00E+07	1.29E+07	1.33E+07	1.36E+07
P23458	P23458	JAK1_HUMAN	JAK1	Tyrosine-protein kinase JAK1	5.75E+06	5.56E+06	5.38E+06	3.47E+06	3.46E+06		3.67E+06	3.84E+06	2.82E+06	1.10E+06	1.17E+06	1.44E+06
P23526	P23526;P23526-2	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	636269	597809	467679	3.03E+06	3.25E+06	3.13E+06	543660	548289	565647	3.23E+06	3.22E+06	3.25E+06
P23528	P23528;Q9Y281;Q9Y281-3	COF1_HUMAN	CFL1	Cofilin-1	1.32E+07	1.37E+07	1.28E+07	6.34E+06	5.96E+06	5.89E+06	1.11E+07	1.10E+07	1.06E+07	5.03E+06	5.08E+06	4.49E+06
P23588	P23588;P23588-2	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	168321	166023	191706	1.12E+06	1.17E+06	1.00E+06	566231	546325	522873	1.49E+06	1.65E+06	1.63E+06
P23677	P23677;P27987	IP3KA_HUMAN	ITPKA	Inositol-trisphosphate 3-kinase A	994093	917652	1.06E+06				832793	558599	673262			
P23919;P23919-2	P23919;P23919-2	KTHY_HUMAN	DTYMK	Thymidylate kinase	195423			1.83E+06	1.78E+06	1.86E+06				2.26E+06	2.06E+06	1.84E+06
P23921	P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	175128	155362	149654	383108	301522	361097	232365	136144	270420	482188	509002	449089
P24468	P24468;P24468-2;P24468-3;P10589	COT2_HUMAN	NR2F2	COUP transcription factor 2	218731			467204	402851	418997	503184	514744	580863	641261	718372	702955
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	2.57E+06	3.23E+06	2.95E+06	3.07E+06	2.88E+06	3.62E+06	1.68E+06	1.56E+06	1.59E+06	2.55E+06	3.09E+06	3.02E+06
P24539	P24539	AT5F1_HUMAN	ATP5F1	"ATP synthase F(0) complex subunit B1, mitochondrial"	730796	824280	810755	3.09E+06	3.27E+06	3.25E+06	1.28E+06	1.21E+06	1.40E+06	2.37E+06	2.12E+06	2.05E+06
P24666;P24666-4	P24666;P24666-2;P24666-3;P24666-4	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	344512		272402	1.75E+06	1.77E+06	1.82E+06		124210		1.44E+06	1.56E+06	1.50E+06
P24723;P24723-2	P24723;P24723-2;Q02156	KPCL_HUMAN	PRKCH	Protein kinase C eta type				183450	272559	281606				289242	224745	179921
P24752	P24752	THIL_HUMAN	ACAT1	"Acetyl-CoA acetyltransferase, mitochondrial"	2.64E+06	2.70E+06	2.66E+06	3.36E+06	3.13E+06	3.19E+06	7.19E+06	7.29E+06	7.20E+06	2.59E+06	2.59E+06	2.69E+06
P24928	P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	831042	801102	852107	1.06E+06	1.34E+06	1.21E+06	1.46E+06	1.34E+06	1.43E+06	1.87E+06	1.84E+06	1.68E+06
P24941;P24941-2	P24941;P24941-2	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2	1.23E+06	1.74E+06		1.58E+06	3.30E+06	3.00E+06	1.53E+06		1.82E+06	1.83E+06	1.54E+06	1.45E+06
P25205;P25205-2	P25205;P25205-2	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	1.22E+06	1.08E+06	946852	2.41E+06	2.42E+06	2.44E+06	2.63E+06	2.73E+06	2.53E+06	2.88E+06	2.89E+06	2.79E+06
P25398	P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12	5.83E+06	5.45E+06	5.65E+06	6.23E+06	6.26E+06	6.15E+06	1.11E+07	1.08E+07	1.09E+07	8.14E+06	7.99E+06	7.46E+06
P25490	O15391;P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	1.45E+06	1.37E+06	1.42E+06	981722	987582	981452	2.37E+06	2.64E+06	2.31E+06	901628	952390	865267
P25685	P25685;P25685-2;Q9UDY4	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	1.36E+06	1.59E+06	1.40E+06	2.07E+06	2.39E+06	2.42E+06	1.06E+06	1.02E+06	1.05E+06	1.67E+06	1.49E+06	2.06E+06
P25686;P25686-2	P25686;P25686-2	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	536639	579318	457175	351085	399376		369425	299376		300466	174454	275240
P25705	P25705;P25705-2	ATPA_HUMAN	ATP5A1	"ATP synthase subunit alpha, mitochondrial"	9.74E+06	9.67E+06	9.91E+06	1.63E+07	1.69E+07	1.65E+07	1.80E+07	1.87E+07	1.85E+07	1.41E+07	1.47E+07	1.36E+07
P25786;P25786-2	P25786;P25786-2	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	1.15E+06	1.05E+06	1.01E+06	2.06E+06	2.08E+06	2.05E+06	1.01E+06	1.19E+06	1.15E+06	1.82E+06	1.81E+06	1.91E+06
P25787	P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	191112	206603	329875	464467	454687	573770	155125	158615	89031.9	438475	457840	462141
P25788;P25788-2	P25788;P25788-2	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	734867	849112	816958	1.47E+06	1.56E+06	1.56E+06	817633	695977	595236	1.51E+06	1.51E+06	1.37E+06
P25789	P25789;P25789-2	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	1.95E+06	1.44E+06	809870	1.20E+06	1.31E+06	1.29E+06	1.29E+06	1.39E+06	1.56E+06	974345	1.18E+06	819592
P26196	P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	1.82E+07	1.71E+07	1.77E+07	3.62E+06	3.64E+06	3.69E+06	9.06E+06	9.86E+06	9.68E+06	2.35E+06	2.66E+06	2.46E+06
P26358;P26358-2;P26358-3	P26358;P26358-2;P26358-3	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	813437	1.06E+06		811843	735589	600990	365104	399643	290645	790465	1.06E+06	1.39E+06
P26367;P26367-2	P26367;P26367-2	PAX6_HUMAN	PAX6	Paired box protein Pax-6	533947			281410	220835		143686	158966				
P26368;P26368-2	P26368;P26368-2	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	2.02E+06	2.26E+06	1.93E+06	2.37E+06	2.25E+06	2.43E+06	1.82E+06	2.34E+06	2.20E+06	1.92E+06	2.37E+06	2.00E+06
P26373	P26373;P26373-2	RL13_HUMAN	RPL13	60S ribosomal protein L13	8.37E+06	7.99E+06	8.26E+06	5.76E+06	5.92E+06	5.87E+06	8.44E+06	8.16E+06	8.32E+06	7.01E+06	6.83E+06	6.84E+06
P26599;P26599-2;P26599-3	O95758;O95758-1;O95758-2;O95758-4;O95758-5;O95758-6;P26599;P26599-2;P26599-3	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	3.59E+06	3.64E+06	3.28E+06	3.41E+06	3.31E+06	3.24E+06	2.47E+06	2.55E+06	2.38E+06	3.68E+06	3.72E+06	3.78E+06
P26639;P26639-2	A2RTX5;A2RTX5-2;P26639;P26639-2	SYTC_HUMAN	TARS	"Threonine--tRNA ligase, cytoplasmic"	1.34E+06	1.43E+06	1.19E+06	2.10E+06	2.02E+06	2.01E+06	649083	618551	633819	1.44E+06	1.40E+06	1.37E+06
P26640	P26640;P26640-2	SYVC_HUMAN	VARS	Valine--tRNA ligase	337014	291652	291181	772296	811979	871991	146141	192010	205353	693325	819754	771273
P26641;P26641-2	P26641;P26641-2	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	5.14E+06	5.15E+06	5.09E+06	6.51E+06	6.75E+06	6.40E+06	4.86E+06	4.82E+06	5.44E+06	7.78E+06	7.28E+06	7.67E+06
P27105	P27105	STOM_HUMAN	STOM	Erythrocyte band 7 integral membrane protein	829446	887692	892930	949619	939876	1.04E+06	547345	420258	613379	445679	449255	326474
P27348	P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	1.04E+06	1.02E+06	1.22E+06	1.80E+06	1.62E+06	1.66E+06	1.43E+06	1.50E+06	1.63E+06	1.70E+06	1.71E+06	1.61E+06
P27635	Q96L21;P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	8.21E+06	7.57E+06	8.16E+06	6.31E+06	6.35E+06	6.21E+06	7.75E+06	7.27E+06	6.67E+06	5.85E+06	5.84E+06	6.03E+06
P27694	P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	6.25E+07	5.69E+07	5.66E+07	7.42E+06	7.61E+06	7.54E+06	5.29E+07	5.25E+07	5.28E+07	4.46E+06	4.42E+06	3.99E+06
P27695	P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) lyase				1.49E+06	1.43E+06	1.44E+06				1.19E+06	1.09E+06	1.07E+06
P27708	P27708	PYR1_HUMAN	CAD	CAD protein	3.62E+06	3.47E+06	3.63E+06	5.93E+06	6.09E+06	6.08E+06	7.16E+06	7.09E+06	7.31E+06	8.49E+06	8.13E+06	8.22E+06
P27797	P27797	CALR_HUMAN	CALR	Calreticulin	960757	973796	800700	2.76E+06	2.70E+06	2.96E+06	683788	1.03E+06	1.62E+06	1.88E+06	2.04E+06	1.96E+06
P27816;P27816-2;P27816-4;P27816-6	P27816;P27816-2;P27816-4;P27816-5;P27816-6	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	258950	335871	202151	578493	688100	509257	285642	202806	292598	728575	727475	687962
P27824;P27824-2	P27824;P27824-2;P27824-3	CALX_HUMAN	CANX	Calnexin	579448	847195	906633	2.77E+06	3.09E+06	2.70E+06	966490	1.12E+06	1.00E+06	1.94E+06	2.05E+06	2.08E+06
P27986;P27986-4	P27986;P27986-2;P27986-3;P27986-4;P27986-5;Q92569;Q92569-2;Q92569-3	P85A_HUMAN	PIK3R1	Phosphatidylinositol 3-kinase regulatory subunit alpha	1.07E+06	723842	984474		355105	261920	2.02E+06	2.10E+06	1.96E+06	1.10E+06	1.09E+06	1.14E+06
P27987	Q96DU7;P27987	IP3KB_HUMAN	ITPKB	Inositol-trisphosphate 3-kinase B	268563	208213					183727					
P28066	P28066;P28066-2	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	1.11E+06	1.02E+06	1.13E+06	1.14E+06	1.30E+06	1.15E+06	964708	1.05E+06	1.05E+06	1.22E+06	1.33E+06	1.23E+06
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	493960	494095	514772	738363	687001	672381	462122	525127	479924	584982	630891	742989
P28072	P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	1.63E+06	1.93E+06	1.82E+06	4.07E+06	3.90E+06	4.29E+06	1.89E+06	2.25E+06	2.07E+06	4.66E+06	4.58E+06	4.79E+06
P28074	P28074;P28074-3	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	318452	319430	350335	866784	849889	826358	529285	371217	385602	756181	701538	708601
P28288	P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	955539	999429	1.07E+06	1.61E+06	1.47E+06	1.32E+06	2.25E+06	1.92E+06	2.23E+06	2.11E+06	2.13E+06	2.07E+06
P28289	P28289;P28289-2	TMOD1_HUMAN	TMOD1	Tropomodulin-1	4.40E+06	4.40E+06	4.53E+06				3.56E+06	3.62E+06	3.50E+06		155608	
P28290	P28290;P28290-2;P28290-3	SSFA2_HUMAN	SSFA2	Sperm-specific antigen 2	3.31E+06	3.22E+06	3.02E+06	480360	100163		2.93E+06	3.01E+06	2.95E+06	672637	330146	430333
