Protein	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
Q9NRF8	57263.3	52315.6	55413.4	54479.7	56007.5	55077.6
Q9NRF9	51525.6	47611.3	65087.5	59301.2	64526.7	70167.8
Q9NRG0	59090	50158.6	54027.3	63861.6	60700.8	45769.6
Q9NRG1	28387.7	27868.1	33422.9	31928.1	37198.4	39540.8
Q9NRG4	4758.82	2389.47	3105.65	3445.1	3920.61	4413.6
Q9NRG7	19205.3	12464.3	18196.1	14051.2	20391.9	18602.3
Q9NRG9	32431.2	33990.2	32828.3	35939.2	33947.8	34692.4
Q9NRH1	3650.56	3706.02	3870.82	3999.85	2925.67	3330.08
Q9NRH2	5567.86	4196.51	9534.65	4941.14	4452.82	3414.49
Q9NRH3	34878	35778.8	47661.9	42105.8	38294.5	31609
Q9NRK6	4820.76	5469.6	5401.4	5324.71	6774.99	5290.2
Q9NRL2	3455.24	2661.14	3051.18	2751.95	2589.32	3180.18
Q9NRL3	27818.6	30125.7	33351.5	34419	31536.3	28425.6
Q9NRM2	8418.08	7638.54	9450.07	9010.23	8799.25	13186.5
Q9NRN7	96113.6	73653.2	96105.8	103034	112937	121103
Q9NRN9	16768.4	15446	20588.1	17323.2	16299.8	19875.4
Q9NRP0	71738	69811.5	64150.4	65730.1	66252.2	63767.8
Q9NRP2	7026.67	3322.01	9069.61	7935.35	8028.67	7870.21
Q9NRP4	1087.52	1007.15	1618.51	2723.58	2195.59	1293.64
Q9NRR4	11385.6	8516.24	11428.3	9863.79	8847.39	8013.33
Q9NRR5	45895.4	46107.6	45658.4	53665.4	51426	48467.2
Q9NRS6	68683.1	54497.2	58561.3	66320.2	43971.7	31791
Q9NRV9	42812	43671.3	52160.2	53697.9	61732.8	61968.3
Q9NRW1	129739	140319	140572	144995	130914	119197
Q9NRW3	1237.96	2185.76	2663.19	3970.34	4586.38	5414.54
Q9NRW4		2056.58	1907.49	1799.54	2180.01	1418.66
Q9NRW7	30598.7	28330.8	30153	27843.7	31191.5	29693.5
Q9NRX1	20135	16867.5	24375.1	23674.1	23287.9	20628.4
Q9NRX2	43390.3	43907.4	35917.3	35048.3	32055.2	29755.2
Q9NRX4	25334.9	18935.7	35687.8	31065.5	36017.7	39228.2
Q9NRX5	5186.75	6875.33	12101.2	9197.39	9457.09	10455.1
Q9NRY2	4349.71	3313.56	6038.34	4859.83	3127.71	2539.59
Q9NRY4	8324.72	7975.44	10889.7	10601.5	10307.5	10331.7
Q9NRY5	33838.2	31990.4	32285.3	31164.6	32867.5	28955.7
Q9NRZ5	4394.4	5756.57	6572.41	7450.83	6871.42	6905.37
Q9NRZ7	1855.57	1866.69	1184.88	2668.92	1986.75	1502.52
Q9NRZ9	48479.1	49393.8	58909.5	55985.4	53699.1	53000
Q9NS00	5564.43	6040.71	2602.65	6213.6	4765.53	4914.68
Q9NS18	523.825		939.44	1158.6	1374.61	1091.32
Q9NS37	1511.77	1039.73	1003.1	786.623	1299.93	1033.19
Q9NS69	6919.29	10702	7827.72	5425.92	6923.2	5825
Q9NS73	4643.34	7846.19	7515.51	6638.95	6668.21	7152.86
Q9NS86	20066.3	21580.7	26250.1	24223.6	26013.9	27263.8
Q9NS87	10520.9	8082.21	10193.8	8011.23	8885.51	10372.5
Q9NS91	16111.9	15859.8	20534.8	18215.1	18920.2	19921.5
Q9NSB8	1654.32	2246.46	5755.03	4744.21	5063.11	5750.73
Q9NSC5	376.69	1504.87	690.156	1219.4	1605.24	1336.36
Q9NSD9	258919	247453	277065	269867	246164	247344
Q9NSE4	155641	133500	161527	160589	166807	159298
Q9NSG2	9057.91	6710.83	7691.88	8602.1	8404.56	8134.13
Q9NSI2	11061.7	20153.1	20268.6	18892.8	15572.3	16768.7
Q9NSI6	28439.7	22216	20916.4	25525.3	31522.1	31846.3
Q9NSJ1	3380.59	1578.64	4475.64	2353.05	4274.85	6087.2
Q9NSK0	30219.7	27682.4	36330.3	36444.5	40218.3	36470.8
Q9NSK7	7774.11	7836.73	6350.44	7358.1	8347.59	6910.93
Q9NSP4	3755.02		5550.99	4549.74	4009.82	3494.2
Q9NSV4	31942.4	26241.3	29663.9	29544.6	29345.8	28112.6
Q9NSY1	15287.6	9242.82	14222.9	12219.1	14227.3	15821.8
Q9NT62	86186.5	81490.7	91053.8	88773.9	94930.5	96221.9
Q9NT99		871.041	576.785	935.996		517.973
Q9NTG7	12410	13304.9	14733.2	14445.1	13014.1	12751.4
Q9NTI5	26091.1	24766.2	27830.8	29090.3	31629.8	29959.6
Q9NTJ3	867172	879099	953256	918679	938396	919080
Q9NTJ5	44579.8	49681.9	53531	54774.4	57891.6	56919.9
Q9NTK5	312188	272533	317694	322671	344435	356864
Q9NTM9	126292	106501	133146	128707	110107	121620
Q9NTW7	9405.24	9108.46	8856.85	8760.34	8084.76	7989.7
Q9NTX5	60462.9	60533.7	61235.1	63144.4	59490.5	61064.6
Q9NTX7	1255.66	460.581	3201.35	2554.85	2022.16	2651.64
Q9NTZ6	232010	206732	241642	237741	230785	230362
Q9NU19	6604.22	6957.87	6452.69	9659.31	5317.4	6658.85
Q9NU22	55034.5	51734.5	57138.5	58035.1	62203.3	60438.2
Q9NU23	29639	29966.8	32317.4	32054.5	33640.6	31707.7
Q9NUA8	11395.2	26567.3	27388	27258	25976.8	21887.8
Q9NUB1	18373.8	18800.3	18361.4	19048	18352.6	18777.3
Q9NUD5	15643.7	18489.6	18374.9	20911.8	22269.2	21713.6
Q9NUE0	14278.7	22157.3	44665.4	48101.5	42641.3	47398.1
Q9NUG6	20941.4	16062.4	31012.9	20962	20323	23696.9
Q9NUI1	6654.88	5878.38	6346.81	4506.79	7350.98	7853.95
Q9NUJ1	89971.4	84766.8	101156	96002.8	108788	104112
Q9NUJ3	7992.96	8704.71	7061.06	7874.57	7006.35	7346.57
Q9NUK0	230775	268821	380634	349478	224617	216148
Q9NUL3	24082.2	21515.9	23111.1	23675.5	18306.7	20421.3
Q9NUL7	11282.9	12426.3	11951.4	13633.5	10587.2	10275.3
Q9NUM4	27116.9	25292.2	17502.8	23599.5	25167.8	25234.1
Q9NUN5	5629.46	5023.88	6492.79	6272.56	4337.08	6596.38
Q9NUP1	15985.7	14256.3	17000.6	14716.5	14291.3	11515.5
Q9NUP7	4519.96	2899.96	5287.88	4745.48	4041.34	3667.79
Q9NUP9	20682.6	17688.8	18268.8	20149.8	17873.8	19546.8
Q9NUQ3	55889	53626.4	67247.7	64708.4	55998.2	49345.4
Q9NUQ6	4193.89	5762.6	3668.25	4739.65	4374.56	4121.11
Q9NUQ7	31187.6	31308.7	31860.7	30621.4	26214.5	27231.5
Q9NUQ8	70170.9	70901.6	81602.8	84978.9	86875.7	84528
Q9NUQ9	108174	112601	134959	129467	135736	138897
Q9NUS5		4408.46	3112.4	2633.51	4768.3	3950.7
Q9NUT2	85451.7	87282.9		90597.5	54055.2	30253
Q9NUU6	1518.32	1191.92	1663.34	1206.41	878.418	1202.15
Q9NUU7	126336	113158	141304	143898	146500	138448
Q9NUW8	15273.2	18147.1	16831	13284.4	16257.8	16749.6
Q9NUX5		2930.45				2319.58
Q9NUY8	17591.8	21600.2	22730.1	20573.2	22739.2	22159.3
Q9NV06	3157.17	3790.76	5104.79	4038.37	4711.78	4100.1
Q9NV31	3424.56	3762.6	3065.5	4415.24	2276.61	2820.67
Q9NV35	16867.8	15230	19283	18725.3	19736	18852.3
Q9NV56	27165.6	25084.4	33034.1	26871.2	26283.3	29688.7
Q9NV58	4981.82	4601.57	4423.52	5265.86	6755.79	7387.09
Q9NV66	2535.08	2929.07	4334.41	4010.47	3135.89	3974.15
Q9NV70	20349.5	18594.9	18502.1	19993.4	17400.1	18121.8
Q9NV88	12931.2	11480.8	12223.5	9362.64	12457.5	11397.6
Q9NV92	3370.58	2297.53	3072.34	3785.33	3241.34	4053.4
Q9NV96	4281.16	5006.38	4652.8	5310.06	5653.71	4619.29
Q9NVA1	9738.93	8311.96	7562.72	5306.8	9328.14	9344.52
Q9NVA2	139389	127972	148208	148869	154134	146645
Q9NVA4	9572.07	11667.7	14050.9	12592.8	15424.2	15883.7
Q9NVC3	3828.81	3528.53	4131.27	4386.51	5179.01	3477.51
Q9NVC6	13941.1	10899.1	13168	14664.2	15640.8	14605.7
Q9NVD7	13548.3	11039.8	13949.1	13107.6	11494.3	12819.8
Q9NVE5	4526.88	1548.03		292.73	766.41	889.106
Q9NVE7	51507.8	44502.3	52623.7	54831.2	57073.2	52916.2
Q9NVG8	30388.1	32980.9	40751.5	35278.9	31739.5	34520.2
Q9NVH0	4589.2	4221.69	4446.44	3956.79	4472.51	4332.26
Q9NVH1	48204.9	47311.6	31545.3	41472.1	40064.1	33840.7
Q9NVH2	17416.6	16337.2	17468.8	17399	20276.5	20955
Q9NVH6	21090.1	19123.7	22506.1	20189.5	26584.5	26706.3
Q9NVI1	49122.4	47454.7	53752.4	50992	52136.2	51824
Q9NVI7	16584.8	11475	13525.7	14733.9	14892.5	12496.3
Q9NVJ2	105743	92258.2	103336	118234	153384	144253
Q9NVM1				371.854	298.337	
Q9NVM4	13120.4	11656	13303.5	11875.1	10524.4	12522.1
Q9NVM6	16770.2	14604.9	20546.7	19767.3	20982.6	20201.8
Q9NVM9	14109.5	14287.7	16992.7	14979	16435.4	15517.2
Q9NVN3	2532.17	1652.08	2076.64	2286.46	2786.73	3264.92
Q9NVN8	25053.2	26266.5	23382.6	28301	26301.1	25803.7
Q9NVP1	40144.8	44256.9	41833	41871.7	43937.9	42163.2
Q9NVP2	7184.97	7781.87	7705.83	9084.23	6129.44	5633.16
Q9NVQ4	7040	10752.1	10880.6	11203	11918	11688.9
Q9NVR0	5522.62	4174.97	4902.02	6851.24	6622.58	4284.48
Q9NVR2	11426.6	9414.28	10475.2	11805.8	8465.81	10638.1
Q9NVR5	15072.3	19762.7	14109.5	18616.7	19101.9	19237.9
Q9NVS2	32703.6	31458.4	43114.9	33229.2	34364.1	27874
Q9NVS9	26473.1	25694.7	32436.1	34679.4	35208.5	33770.3
Q9NVT9	24902.1	22867.9	29898	30742.9	27810.8	27016.8
Q9NVU0	25748.7	23224.7	27494.2	28394.9	27032.3	29316.8
Q9NVU7	38054.9	36105.1	39661.3	41159.7	38327.4	37292.2
Q9NVV0	17623.6	19811.8	18380.7	13985.1	18322.7	17025.7
Q9NVV4	9710.99	7000.02	9302.71	8646.68	8967.33	8336.29
Q9NVW2	1645.82	766.488	299.322	1488.22	973.042	519.125
Q9NVX0	7641.21	8393.72	9338.42	8506.95	10625.9	11235.4
Q9NVX2	25568.3	23563.2	30077.5	26917.4	27222.9	26863.8
Q9NVX7	4438.1	989.921	3341.61	4565.36	3314.83	3335.31
Q9NVZ3	38464.2	32010.9	42163.3	39636.9	34264.1	39133.5
Q9NW07	1597.57	1086.29	1791.52	1007.86	989.987	716.234
Q9NW08	24259.1	24782.4	28997.2	29035.9	29307	30660.3
Q9NW13	12414.7	10800	12966.7	14380.3	11558.5	11862.2
Q9NW15	3672.72	3212.06	2768.63	3656.35	3111.6	1568.12
Q9NW38	3855.26	4950.92	3765.89	3213.23	3064.75	3026.24
Q9NW61	2793.75	2669.2	3094.25	2082.47	2022.42	3437.65
Q9NW64	29401.4	25288.4	32565.3	37022.4	37402.8	36381.6
Q9NW68	12969	12221.5	14757.2	15367.4	8618.36	8948.4
Q9NW75	799.449	870.461		510.659	155.387	1080.98
Q9NW81	1574.8	2366.55	3057.93	3497.89	2648.39	3275.59
Q9NW82	44284.7	33660.5	50128.6	50754	42871.1	44391.7
Q9NW97			1327.81	2327.6	1959.62	1849.99
Q9NWA0	4164.74	4869.36	4312.74	5080.04	3843.79	3083.93
Q9NWB6	18680	18415	21827	25969	19525.5	15328.6
Q9NWB7	9743.86	3461.33	5146.63	4434.93	4675.72	3486.18
Q9NWF9				1867.64		1115.79
Q9NWH9	5481.75	4893.57	6730.16	4410.15	7876.28	7118.06
Q9NWK9	11896.4	12099.8	12144.9	11781.6	11200.2	11681.1
Q9NWL6	1818.98	2234.05	2606.52	3320.41	2914.28	2784.53
Q9NWM3	2182.21		3026.72	4639.92	3993.1	4972.63
Q9NWM8	5522.86	5268.27	6848.87	5002.15	6823.93	7968.88
Q9NWQ8			441.789	843.205	69.6291	252.438
Q9NWS0	22607	26462.1	29596.4	28283.2	31485.7	31173
Q9NWS1					2567.74	
Q9NWS6				458.67	307.925	264.195
Q9NWS8	7357.91	6466.67		6021.9	8101.2	7927.5
Q9NWT1	4375.47	5608.7	7181.3	7684.29	8330.67	9353.71
Q9NWT6	29097.1	26919	24189.5	30311.1	26806.4	26984.1
Q9NWT8	17167	13499.3	18131	18402.9	14920.9	20051.9
Q9NWU1	17046.5	12383.8	13739.5	16105.5	16918.4	16405.2
Q9NWU2	19195.1	17960.8	18965	21936.3	20297.6	19931.6
Q9NWU5	34714.4	39941	38760.4	49287.8	44167.5	44429
Q9NWV4	39111.2	42918.9	49634.7	49484.3	49520.4	49461.7
Q9NWV8	20964.2	23824.2	23329.8	26293.1	24314.9	20741.9
Q9NWW5	8607.68	5913.77	6112.79	6673.71	7112.99	8106.39
Q9NWX5	9951.74	8960.79	10366.2	9296.25	10634.7	10273.2
Q9NWX6	26352.9	26110.7	29383.6	27919.3	28690.8	28299.8
Q9NWY4	40644.7	34946.7	41678.3	41887.5	43850.9	45766.2
Q9NWZ3	4156.31	2167.1	3928.96	4563.83	4013.23	3069.73
Q9NWZ5	11382.1	10594.6	10940.5	13700.5	15122.9	13438.3
Q9NWZ8	11116.6	9173.78	10715.7	11436	10605.5	9023.8
Q9NX01	11753	9074.84	8853.41	11716.5	9450.45	7561.02
Q9NX04	5311.72	308.851	2697.39	14389.4	14308.1	5089.77
Q9NX05	4512.43	1707.33	3593.5	2616.23	2651.58	2986.18
Q9NX07	11826.3	11793.9	10886.4	14308.4	14512.5	14818.3
Q9NX08	20562.1	21998.5	21601.9	21244.2	17637.4	19933.2
Q9NX09	285.867	229.871	1037.78	992.204		1148.28
Q9NX14	3002.96	2432.67	2744.11	2783.13	1723.34	1347.31
Q9NX18	2524.42	1679.69	2839.26	3797.06	2346.95	3366.74
Q9NX20	31005	28093.5	26215.1	34083.4	19569.2	23083.7
Q9NX24	16520.8	12417.7	16795.4	15438	15356.3	11001.2
Q9NX38	3800.27	4866.91	3089.03	8760.42	4696.26	6185.4
Q9NX40	5551.9	4859.17	4418.85	4046.1	2884.62	2729.49
Q9NX46	83155.8	85414.1	97224.5	88738.6	88598.3	86784.2
Q9NX47	19408.9	30957.9	46023.7	50990.5	42967.4	49642.4
Q9NX55	74501.9	75496.9	96101.5	86234.8	112331	123013
Q9NX58	69654.9	71625.9	79485.3	78666.3	83688	79600.7
Q9NX61			894.142	477.029	1559.22	1791.67
Q9NX62	40937	48713	49978	54199.5	50029.7	47923.1
Q9NX63	3857.38	7630.46	8525.83	9733.03	9099.93	7810.57
Q9NX70		635.693	2516.33	1699.82	1658.04	737.927
Q9NX74	28841.1	26854.9	31418.3	34359.3	30131.4	28453.9
Q9NXA8	12187.6	7093.95	12719.2	11810.1	12613.3	10309
Q9NXC5	46535.7	50118.5	55404.4	53580	53803.3	54829.3
Q9NXD2	2789.65	3925.55	5293	4936.61	3239.66	5412.85
Q9NXE4	23673.2	20208.5	21082.2	22029	24344	23808.6
Q9NXE8	10386	7981.65	9810.85	8605.35	5085.65	7109
Q9NXF1	32080	29016.4	38000.6	36149.9	35909.7	38569.7
Q9NXF7	24957	27680	21937.4	26377.9	28720.5	20862.5
Q9NXF8	1455.72	2321.75	1885.21	1879.66	2063.27	2546.5
Q9NXG2	33108.8	31774.9	37495.3	36623.1	38701	39730.8
Q9NXH9	46477.6	46734.3	51461.1	50958.3	45860.3	45768.2
Q9NXJ5		2910.47	926.679	1434.68	1614.41	3451.84
Q9NXK8	5630.42	6480.98	6625.8	6053.83	6190.42	6495.96
Q9NXL9	364.362		450.467		163.437	147.639
Q9NXN4	6351.19	5183.14	9375.06	14394	10224.2	11508.3
Q9NXR1	8151.46	8273.38	9500.37	10394.1	11205.1	11872.5
Q9NXR7	37907	34201.5	43730.2	43627	41942.5	42303.9
Q9NXR8	2992.07	1389.22	3544.68	3595.33	3277.45	3293.35
Q9NXS2	7695.99	6926.9	7616.59	9219.48	8274.03	10655.4
Q9NXU5	5199.37	13758.8	4315.67	5710.93	5968.09	9023.76
Q9NXV2	10947.4	8698.56	6562.45	8639.41	8670.4	6962.4
Q9NXV6	22073.2	21971	22769.8	25414.7	22804	24125.8
Q9NXW2	8360.92	7207.48	8505.42	10189.9	9047.99	8546.44
Q9NXW9	13905.4	15042.1	16128.1	16575	14772.1	13942.1
Q9NXX6	14471.4	14712.6	15292.7	15481.6	14157.9	15169.3
Q9NY12	25804.4	30753.2	34493.3	28450.7	27261.5	28288.9
Q9NY26	5658.51	3973.41	3568.41	3630.79	3809.74	3075.6
Q9NY27	33990	31227.9	38594.3	36055.7	38070.2	38106.3
Q9NY33	60386.8	63153.1	77163.9	74728.6	70054.3	73034.6
Q9NY35	2615.42	1917.41	3372.86	2397.39	1274.19	
Q9NY61		1277.97	971.845	1126.44	1029.12	632.866
Q9NY65	1709460	1616940	1779070	1820920	1587800	1500740
Q9NY74	232835	84951.7	230198	239731	278569	354802
Q9NY93	8913.08	8090.6	8837.13	9275.43	8424.02	7379.51
Q9NYA4	8116.53	11523.4	8525.42	6652.64	7963.36	11280.7
Q9NYB0	15337.3	14523.7	16826.6	18903.1	18253.9	17076.6
Q9NYB9	11400.6	11413.6	14988.7	15538.8	13780.4	13967.2
Q9NYC9	152720	141526	126715	137584	107808	95407.8
Q9NYD6	8082.21		2078.35	3061.92	3470.55	2058.05
Q9NYF8	80925.6	80417.4	94902.9	91903.4	85112.3	79461.8
Q9NYH9	8484.16	3033.91	3240.7	3317.33	4392.64	4829.36
Q9NYI0		1339.86	847.549	180.761	251.842	369.758
Q9NYJ1	16943	22525.8	30623.3	28399.4	17137.8	22022.3
Q9NYJ8	4414.76	4132.6	2870.81	4022.83	3199.23	3276.33
Q9NYK5	31993.3	28432.1	30008.2	31942.5	35422.5	32937.1
Q9NYL2	10817.8	10043.1	12489.3	10416.5	9622.73	10201.6
Q9NYL9	30084.9	30332.4	32723.8	36070.8	31513.7	31998.2
Q9NYM9	11633.8	6597.89	5200.42	3570.47	11239.5	8041.92
Q9NYP3	3245.12	2695.17	3324.1	3260.48	2629.47	2253.66
Q9NYP7	5339.57	6793.34	4518.59		4879.68	4936.53
Q9NYP9	5909.86	5535.75	13004.1	6488.55	8095.86	7239.13
Q9NYQ6	8873.56	9080.05	9372.58	10230.1	6202.23	8416.63
Q9NYR9	8124.31	11677.9	6496.2	6616.59	7067.55	7514.6
Q9NYU1	22660.3	24561.9	17781.8	25302.6	11558.4	9862.37
Q9NYU2	124835	121567	133881	135065	145097	148399
Q9NYV4	45036.5	31500.8	50163.7	42793.3	43129.5	42450.6
Q9NYV6	5747.07	5219	4845.48	5248.75	4758.68	4525.27
Q9NYY8	34868.7	32404	35022.9	33186.4	30725.4	32232
Q9NYZ3	9151.49	9021.32	10465.9	11619.5	9374.97	9499.46
Q9NZ01	40761.8	41647.5	48668.4	44417.4	51476.7	49784.8
Q9NZ08	8057.07	6599.68	7559.84	7475.62	7826.95	6685.93
Q9NZ09	19611.3	23307.8	22549.7	27924	24410.3	24881.5
Q9NZ32	29537.2	30767.3	37882.6	33508.8	40329	41546.5
Q9NZ43	16990.6	12315.4	11918.8	16712.2	14325.1	16558.4
Q9NZ45	4660.36	4644.3	5095.28	7059.1	6402.2	8043.59
Q9NZ52	10512.5	10194.8	11147.2	10818.2	9568.03	8761.23
Q9NZ53	239.589	338.151	468.417	487.438	380.941	307.431
Q9NZ63	22750.9	22329.8	35601.1	32112.9	28149.8	28342.5
Q9NZ71	2130.15	3548.13	2384.89	2123.09	2617.64	2512.24
Q9NZA1	3184	2823.05	2412.48	3243.56	3389.02	1281.31
Q9NZB2	24014.4	20936.2	26369.5	27813	28471.7	25012.6
Q9NZB8	1572.88	1900.53	2596.89	3506.34	2498.72	2371.69
Q9NZC3	70736	77299.5	44674.8	72925.1	69426.3	61616.2
Q9NZC7			2038.06		2628.42	2059.69
Q9NZC9	9327.75	9951.7	9264.73	10446.1	8590.18	10383.5
Q9NZD2	13118.9	11882.3	12721.7	13559.6	11037.3	11451.9
Q9NZD8	16216.9	18531.6	18320.5	16976	18804.4	17330.2
Q9NZE8	8194	6039.34	11208	10957.1	8545.91	9189.71
Q9NZI6	7165.76	5102.13	5590.18	4115.91	8008.17	6301.78
Q9NZI7	8802.83	7743.13	10489.1	9995.58	9880.28	9778.45
Q9NZI8	540836	524073	595667	590423	595775	597949
Q9NZJ0	11991.3	10153.9	11179.9	10824.9	11954.5	12045.1
Q9NZJ4	256693	271187	225221	243395	228261	256688
Q9NZJ5	25807.7	23813.8	21041.7	28696.8	25442.3	26231.1
Q9NZJ6	12864	12633.8	11960	14283.3	12434.9	14116.3
Q9NZJ7	6163.59	4924.84	7637.19	6736.96	5282.42	7310.44
Q9NZJ9	24249.9	23350.2	24012.8	23331.4	27631.4	24278.2
Q9NZL4	104534	100998	110234	114433	106802	112028
Q9NZL9	259075	236471	276862	281790	246851	248092
Q9NZM1	25016.5	26023.2	26519.5	9817.93	11321.7	28820.8
Q9NZM3	55797.9	47001.6	54282.9	51664.3	46912.7	49337.6
Q9NZM4			152.927		232.814	
Q9NZM5	18106.8	15609.6	15861.4	17243.5	16323.4	14797.8
Q9NZN3	18171.9	18383.9	17248.8	18144.5	15956.7	15146.1
Q9NZN5	9984.04	8246.89	11753.1	11785.7	10392.6	11504
Q9NZN8	23587.7	18837.3	21575.2	22740.9	24814.4	20811.1
Q9NZP6	6449.32	4802.09	8687.72	9489.34	10981.2	11352.4
Q9NZQ3	27621.4	20199.6	26471.8	28238.6	26028.4	28870.7
Q9NZR1	16472.4	13321.1	11382.8	14505.7	12255.1	14227.9
Q9NZR2	25977.2	26329	8574.62	22367.9	26818.3	26245.5
Q9NZT1				219.396	159.445	245.93
Q9NZT2	37924.6	32505.2	40803.9	44225.9	45810	44786.4
Q9NZU0	1448.84	1061.67	1830.25	1578.33	1919.01	1411.53
Q9NZU5	4156.34	4899.61	4984.85	4083.41	2909.75	3012.39
Q9NZW5	16526.4	17130.9	19642.8	19846.1	15829	15894.4
Q9NZZ3	65397.3	98450.1	115272	130267	85565.1	85142.7
Q9P000	33376.9	33919.4	32072.1	35514.9	29219.3	25058.7
Q9P003	84744.1	87813.6	100317	98999.7	94095.4	95809.5
Q9P013	36123.4	28461.7	35694.7	35871.9	27403	25549.3
Q9P015	47301.5	55632.7	63996.3	59666.3	51395	50473.8
Q9P016	64446.6	55513.1	64938.6	50117.9	61430.4	60442.9
Q9P021	20496.7	14278	31361.3	19409.9	22388.3	16342.3
Q9P031	9473.28	7854.95	11927	9356.91	10469.1	9804.48
Q9P032	28980	33681.3	36508.7	40035.6	28723.4	31407.3
Q9P035	41753.4	46713.1	47633.1	50241.5	45827.2	49139.1
Q9P086	4047.33	3756.42	5930.44	4554.14	5288.72	4179.32
Q9P0B6			1667.32	3910.92	3081.27	2853.87
Q9P0I2	67115.5	54488.5	58398.9	59946.7	55766	54950.2
Q9P0J0	8422.81	6641.62	10405.8	6938.26	8248.55	8701.61
Q9P0J1	12522.1	11657	12557.8	13491.4	15096.8	15238
Q9P0J7	6710.72	5685.55	7039.74	8647.42	7509.92	8114.21
Q9P0K7	37733.5	30165.2	43185.9	39216.2	34812.5	37136
Q9P0L0	53024.7	66741.9	74316.6	72267.7	77903.9	80521.5
Q9P0L2	2469.37	3259.86	3499.39	3558.86	3589.27	4506.33
Q9P0M2	2400.46	1736.82		1810.85	2628.62	1663
Q9P0M9	21317.6	17489.5	19403.7	18983.3	15720.2	14117.3
Q9P0N9	7555.97	4799.87	4665.01	5089.62	5841.83	5942.87
Q9P0P0	13920.6	9628.85	14749.7	12777.2	13156.9	13433.8
Q9P0P8	2926.04	2984.88	3631.84	2951.51	3054.59	3711.46
Q9P0R6	12331.6	12426.7	12761	13925.3	9449.37	9859.63
Q9P0S2			1686.38	1722.77	2022.26	1304.87
Q9P0S3	19937.3	18635.4	17030.8	11080.8	10232.1	12558.7
Q9P0S9	4514.67	2990.05	2003.09	3293.21	833.269	2072.75
Q9P0T7	3801.29	2729.56	6400.1	3694.85	4467.25	3925.36
Q9P0U4	44564.1	42939.5	46325.6	49320.6	43574	47723.5
Q9P0V3	18558.1	15966	35964.3	35878.7	70409.8	76731.1
Q9P0V9	16657.1	16629.8	17555.4	17360.3	20009.5	23277
Q9P0W2	2350.36	2730.81	1984.56	6726.25	4452.45	5363.81
Q9P0Z9	2795.37	3776.57	5152.6	4805.67	3357.16	3065.54
Q9P107	2404.13	2262.9	3171.89	4565.14	2416.73	3766.05
Q9P1F3	47182.5	38865.1	28039.2	29916.1	22022.9	7253.7
Q9P1Q0	4659.89	4842.74	5189.9	6636.48	5360.95	6467.98
Q9P1U0	170.301	2156.05			3886.65	3086.88
Q9P1U1	73017.1	62939.6	76686.6	76164.8	68182	61079.3
Q9P1Y5	7204.79	6757.8	8807.16	9165.18	7782.28	8600.25
Q9P1Y6	5371.78	10257.9	8851.2	9356.99	10121.5	7457.22
Q9P1Z2	4842.82	4516.58	4415.23	5121.81	4775.52	4943.19
Q9P206	9505.69	5381.16	8648.57	6439.02	6785.87	9170.68
Q9P215	8363.9	9414.88	10549	9135.71	11200.4	9348.5
Q9P219	73388.6	32735.5	52804	55585	47435	37287.3
Q9P246	1067.46	1491.4	1098.3	747.162	2200.94	1583.77
Q9P253	13601	13919.5	14107.6	13344.6	12383.5	13313.5
Q9P258	378124	338566	406705	406999	381569	362881
Q9P260	22463	18825.9	21613.9	22011.6	21737.9	22111
Q9P265	18806.4	16823.6	19531.7	18109.1	18276.8	17345.4
Q9P270	10265.7	8574.45	9777.61	9902.27	9322.16	8445.67
Q9P273	743.19	734.166	407.317	1221.92	1186.9	1371.79
Q9P281	168145	161232	187661	178605	70896.5	170627
Q9P286	1837.45	1849.69	3239.89	2640.65	6327.64	4327.53
Q9P287	100293	97102.2	105430	112347	113922	104174
Q9P289	71282.1	70040.6	77616.8	78010.3	74082.1	73285.1
Q9P2B2	20804.3	23024.8	24161.4	25022	24635.6	25855.5
Q9P2B4	15267.9	11446.5	16744.8	15462.7	14129.7	13629.1
Q9P2C4	15155.9	12824.3	11250.3	15718	13274.7	14182.6
Q9P2D0	13608.8	12847.5	17229.7	13952.2	10104.6	10578.2
Q9P2D3	430063	346022	439294	413883	382532	382825
Q9P2D6	22467	29482.1	18574.5	30472	30793.1	28109.1
Q9P2D8	7209.86	11458.6	11367.8	10512.4	13580.2	13726.7
Q9P2E2		202.159	527.357	296.362	270.063	343.097
Q9P2E3	3802.7	1984.36	2828.84	2557.88	2500.09	4488.01
Q9P2E5	14507.4	12978	20623.1	7543.45	8761.45	27619.4
Q9P2E9	22197.1	22272.7	25136.6	26531.6	25685.5	24228.4
Q9P2F6	17835.1	15680.7	16713.8	17621.4	15803.9	17023.3
Q9P2H3	1831.93	497.312	442.127	924.702	719.905	614.765
Q9P2I0	22882.8	23657.4	22322.3	26007.1	22752.6	25233.1
Q9P2J3	4915.47	5986.28	8876.62	8090.83	6137.9	7656.27
Q9P2J5	192401	186945	199772	198422	209063	197153
Q9P2J9	1748.68	488.095	641.835	1357.57	1385.49	821.133
Q9P2K2	6971.89	5306.2	6561.64	6471.85	6427.14	6564.76
Q9P2K3	17259.5	17538	19848.6	17644	16072.8	14188.3
Q9P2K5	39228.5	48946.6	47751.8	46948.1	45005.2	42776.4
Q9P2K6	751.073	2231.78	1886.72	3542.19	3231.19	3303.74
Q9P2K8	8873.5	8377.24	7782.5	8719.3	8346.37	6932.54
